SARL_v60h4k6xm9,SARL_v63vmvzctf,SARL_v646shwf11,SARL_v65sf7npah,SARL_v67aa64utj,SARL_v68f0quk5p,SARL_v6a4ndkf8v,SARL_v6aj88rev9,SARL_v6evvdhzk7,SARL_v6f933l72m,SARL_v6ftpqxgnv,SARL_v6gnqw5ox5,SARL_v6j50z1e9w,SARL_v6k3hhcfwz,SARL_v6k5sw88ad,SARL_v6ktf02s20,SARL_v6kya2dxyh,SARL_v6lgpkenjy,SARL_v6n4gu2b5u,SARL_v6nat83vj0,SARL_v6ne1kg4lj,SARL_v6nw0j2uax,SARL_v6o7dfb9xv,SARL_v6ps9ech69,SARL_v6rt2s4yzx,SARL_v6tg11awsr,SARL_v6uxzaglpt,SARL_v6vxrt8tgj,SARL_v6xuywyznv,SARL_v6yyllsbjc
0.305010334733265,0.460251009147954,-7.81022102547269e-09,-0.519232725543932,0.00672289388685987,0.00218485135402446,-0.795458012281377,-0.515221895018354,0.177495648844425,-0.89941212686772,0.227838072610129,-0.5,-0.952579148015263,0.233792880949015,-0.327040437213868,0.254765933622968,0.42232680843775,1.0547118733939e-14,0,0.290440069599423,0.737752663982721,0.0271555175341037,-0.373428714045194,-0.537851730810112,0.504438926788606,-0.479208661544445,-0.0425606120177243,0.662420090296708,-4.15532013439005e-25,0.0365151647754071
0.258679932037578,-0.563940729497528,-2.75631377594972e-25,-0.537725655694705,0.00283970683584822,NaN,0.254513558769939,0.484778105049365,0.147589860736704,-0.80894217752146,-0.499719499961095,-0.0974468251877805,0.0692192902979117,0.0455054180484701,0.549458871152543,0.222591380344219,-0.595127469666813,0.940089899327669,0,-0.475732576746026,0.624012085308832,0.00156011631947139,0.0572087529226464,-0.571679623355467,0.494709537867453,0.509944173017451,0.999999999048576,0.239637905150072,1,0.0263275940150652
NaN,0.451313147155627,-6.40397373799817e-17,0.480767274465591,0.0011994737756198,0.00118324613128462,0.230451200866186,-0.529980378567522,0.122722822413367,0.550293934584432,-0.833431647173436,0.981008232521644,0.0449536366244196,-0.438691644641759,-0.294690335522203,0.194480172050278,-0.540474805261039,1.03086135627706e-07,0,-0.733673562729422,0.527807084435817,-0.999910369488366,-0.974785743068412,0.467840864201907,0.485167804981059,0.508008199482525,0.916690181659875,-0.11584187524549,-0.999999986858943,0.0189823107984146
0.500000000461907,-0.561389179699916,-2.26003349463501e-33,-0.537725655659436,0.000506649954226668,-0.999359191459583,0.208663759358584,0.470019621502137,0.102045567804763,5.15250420107805e-09,0.238952702974635,-0.27786243317932,0.0291945993243061,0.0088571690607534,0.466794956081559,0.169919146294957,0.404872530560204,-0.999999999999989,0,0.28435224440337,0.44643417161186,0.458428707673504,0.271974026992749,-0.603425770882538,-0.524189891294948,0.506079575759061,-0.0425606129286552,-0.0477413798862226,-7.46222195147084e-09,0.0136863293714352
NaN,-0.572408799100333,-5.25092430244705e-25,0.462274344315157,0.000214005659261107,0.0909509282182372,0.188936157876389,0.470019621818663,0.0848521709639414,-0.727572407603756,0.174694060926544,-0.054153623904553,0.0189600818467215,0.00172395831386951,0.396567500250061,0.148459948246769,-0.540474805054869,-0.346150547225711,0,0.260744050524056,0.377606658682512,0.0263372667178013,-0.880129829003858,-0.597039143608372,0.50049864370331,-0.474147344826073,-9.51424404538326e-10,0.0866917027818292,1,0.00986790352621636
0.219387016172695,0.430181064477701,-1.85310955583062e-41,-0.537725655649574,-0.999909605395572,0.0492561353214005,0.171073653914896,-0.544289557235546,0.0705556456020611,0,-0.456318374765432,0.922248027884099,0.0123133974075502,0.000335551037535131,0.336905487528671,-0.870289153906328,0.388139617555138,0,0,0.239095914387253,0.319390400081962,-0.998486893149243,-0.657331500475453,0.409279887931724,0.490845253172766,-0.469139484835384,-0.122324713502208,0.980324564423612,-0.999999986858943,-0.992885198261709
0.18606260828214,0.407569863904028,-1.51945313650591e-49,0.444492753092012,0.172941430688831,0.0266755591650314,-0.845100083579867,-0.544289557164006,0.0586679052494616,NaN,-0.416686679556784,0.678883137554811,0.00799678803825854,-0.999934688386671,0.286219388768266,0.129892092315138,0.372098256474446,-1,-1,-0.780754896758795,0.270149440744595,0.459199690697682,0.721101991053106,0.434371004328643,-0.518621947145461,-0.464184516971921,0.999999997265483,NaN,-7.46222195147084e-09,-0.213284452290091
0.157800105059553,NaN,-1.24587229013053e-57,0.427395138797968,-0.23403030908712,0.0144466359799431,0.20799005847674,0.455710442457564,0.0487830998779674,NaN,-0.380497035670128,0.499737923553668,0.00519341793432437,-0.384900718156982,0.243158813196559,0.113487936605425,-0.5404748048487,0.653849452774285,0.999508750064149,0.238427663308655,0.228500043570155,0.0263815605964411,0.31781938859735,0.368202864207831,0.505804346275296,-0.459281882598437,-2.12686881468015e-17,0.0313616968338398,0.999999992537778,0.351524409632287
NaN,0.38614715448815,1,-0.537725655639712,0.0730493402384824,-0.992176160587832,-0.811673849613962,-0.544289557092466,0.0405637600930975,0,-0.872284286626184,-0.632134047198118,0.00337280289430253,0.122674014034613,0.206576530994655,0.0991554722492977,0.356719866277639,7.16982635484698e-08,-0.999999989615718,-0.781367666646953,-0.806728195447477,0.0015156515860153,0.509067086152108,-0.653066099032007,-0.385492227255964,0.504158273943925,-4.75452482641106e-25,-0.645356581983489,1.3141056576238e-08,-0.746549358325299
-0.575948905956304,0.36585046669301,0.675429576745569,-0.53772565562985,-0.969144431799695,0.0974848427530184,-0.760683581340529,0.441836889066821,-0.96627072414409,0,0.203474453092839,-0.0105541974438236,0.00219042632572097,-0.976122744757372,0.175497908534741,0.0866330640159977,0.341977047145544,7.88258347483861e-15,0.977835841130268,0.23782994871536,0.868443407854946,8.70759605670068e-05,-0.775633139162998,-0.687885821429562,0.496048621763211,-0.454431028977909,-1.06285380769974e-32,0.734032156530138,2.22044604925031e-16,0.512411871255402
0.133830614257792,0.346620614508764,0.456205113142699,-0.537725655619988,-0.193574270678669,0.052794696002512,-0.712896579329565,-0.571614300766379,0.0963795327029319,0,0.148756544969357,-0.00205694606661119,-0.998577453934081,-0.856433784539679,NaN,0.0756921187559884,0.327843531661799,0,1.01591135504009e-08,0.218084243696008,0.734554015681556,5.00261602243146e-06,-0.859923887297997,-0.680605273331278,-0.513518938765199,0.55036859078877,0.957439385364142,-0.734455625847817,0,0.860699140890391
0.113502036680259,0.328401522863846,0.308134426479137,-0.537725655610127,NaN,0.0285919312919172,0.331888389224635,0.428385699308752,0.0801407916312487,0,-0.891246742110058,-0.000400885727547507,-0.975726408878284,0.248579309067045,0.734459767146782,0.0661329124953109,-0.540474804642531,NaN,1.11022302462516e-16,0.199977915335556,0.621306578037866,2.87406155541348e-07,-0.57928737145695,0.326598217820983,0.632663861791564,-0.451720851708272,-2.37596449521718e-40,0.697312176888823,0,0.369451207406244
-0.575948905424235,-0.688859935892341,-0.791876894742457,-0.537725655600265,-0.160111732599686,-0.984515517714832,-0.699489181558703,0.415344014683006,-0.933361925471466,0,-0.347450497596301,0.876801088014882,0.046601722047933,0.0483834466275412,-0.376036801390049,0.0577809445288707,0.314294138011951,-0.119820201344661,0,0.183374855258683,0.525518689806566,1.65118205774917e-08,0.567354923628422,0.276847206762161,0.510667010835342,-0.446949856352262,0.91669017915317,0.0113454459508417,-5.5684756589498e-17,-0.379432143060211
-0.903738674428024,0.314256810847295,-1.02155027222257e-65,-0.537725655590403,0.198388331410172,0.104453208434212,0.344453519119662,0.402699368376121,0.12715461808191,0,0.186158905333272,0.645428838713463,0.0302649286058656,0.00941734819501305,0.149094941965431,NaN,0.301304725116787,-0.0414758282641497,0,0.16815025541555,0.444498582661358,9.48623402052817e-10,0.250056714837169,0.234674813608509,-0.379538671440587,0.502244266239916,-0.122324715902226,0.252260509234293,0,0.266375941524389
-0.903738673593139,-0.702261172784408,0.999999993507023,-0.537725655580541,NaN,0.0565685416320835,0.311888009060701,0.390439673036563,0.10573066155096,0,0.1360974567162,0.47511162056854,-0.5,0.00183299151275496,0.126664197341559,-0.949516248042377,0.288852149619955,0,0,0.154189669878285,0.375969482761272,-0.9999999999455,-0.64224054282087,0.198926580427814,0.500817497457677,-0.442229251401302,-5.31136761605254e-48,-0.908741928467298,-1,-0.247815642136908
-0.903738672758253,0.441150825610786,-0.32457042763998,-0.58904480804815,0.867566248209566,-0.969364273722657,0.282401324987059,0.455710442979073,-0.912083627314248,-1,-0.900501575836741,-0.650261905790861,0.0196551943418746,-0.999643226753832,-0.892391930425773,-0.949318502004287,0.276914224653227,-1,-1,-0.858611845468681,-0.681994369652538,0.458380162039832,-0.88978969242874,0.168623908941154,-0.508842042979269,-0.499662475044635,0.999999997265483,0.625484363633136,-7.46222206249314e-09,-0.807941777423988
-0.903738671923368,0.417963031854131,1,-0.589044808037347,-0.916202053707988,-0.881764735619207,-0.744297613125212,-0.621446790702396,-0.852946708343825,-0.899412130831137,-0.822292137071943,0.999921869917175,NaN,0.122929737600734,0.661159910027081,0.500312324605522,0.265469680305957,0.985643119349725,-0.0221641588697318,-0.837516398781505,-0.111215717561273,-0.973665522285768,-0.479662120026569,-0.857062728342065,-0.484876367953289,-0.494385128783122,0.957439385364142,-0.995895657543485,-5.56847582438592e-17,0.472315105497564
0.424051095107834,-0.699083792149238,0.675429576745569,NaN,-0.757821262692951,-0.802081395052591,0.531410564907127,-0.621446790620715,-0.797644059697509,0.345612550543165,0.682725916465281,-0.263939769091753,-0.488558200985927,-0.976072970753416,0.195881464583223,-0.949120797148742,-0.745501874271717,1.08081302019336e-07,-0.000491249938402709,-0.816939251338953,0.981863580722858,-0.527356562436561,0.335453958771335,-0.847991620575993,-0.462039439239402,0.562441495359111,1,0.589566097638998,-4.15532025764957e-25,-0.659458736631596
0.35963866128957,-0.695920787572566,0.456205113142699,0.410955191973456,-0.626819230392795,0.5,-0.697539996150634,-0.621446790539034,0.532418583778639,3.23603455143484e-09,-0.750875264223779,0.948559814922426,-0.987235170132138,-0.856390113660367,-0.833588127414305,NaN,0.459525195563639,1.18793863634892e-14,0.977835841360427,0.535955814537023,-0.169511991745221,0.845678783869576,-0.852151604901872,-0.839016520947228,-0.361662985684982,0.560306218778703,0.957439387982276,-0.786717844680059,1,0.569292709460253
-0.694989664721267,-0.692772094009916,0.308134426479137,-0.604852384900677,0.481536917829384,-0.729598880859913,-0.653719745501822,0.441836889572454,-0.745927078147834,NaN,-0.50087125459394,-0.12673191651975,0.522621768498789,0.248617625166781,-0.438308984771498,-0.562872439994357,0.44053355118025,0,-0.999999989840886,-0.796867668918755,-0.0276430402303618,0.0485852376073747,-0.636435755980108,-0.830136413310592,0.655370782855651,0.510836479085067,0.916690181659875,-0.32422641127439,-0.999999986858943,-0.589537458680715
0.0962613289115175,-0.689637646711107,-0.791876894742457,0.395147615110416,-0.796601924664311,0.270784126596323,-0.612652332507511,NaN,0.442712737721236,0,-0.685661016327829,0.698251710866088,-0.964643677339586,0.662294541855839,-0.751131471838157,0.437244783692114,0.254498126012662,0,-1.08881416795036e-05,-0.777289230168899,-0.00450786794084697,0.00279127886189123,-0.475326771856065,-0.821350292275731,0.642730288842716,-0.491102882038194,-0.0833098208468298,0.226275991324527,-7.46222195147084e-09,0.614959864210717
-0.918360556397361,-0.686517381218917,-2.6613081738347e-09,-0.620051916187613,0.366454364303909,0.146648086433067,-0.574164820796052,0.42838569972386,0.368121200333833,NaN,0.37388931063309,0.51399547404113,0.0574308408130453,0.0483909044685559,-0.676831242469629,0.382024859314089,NaN,-1,0.977835841355436,-0.508541631955387,0.984653435050771,0.000160362243111889,0.641760782684574,-0.812657163093296,-0.440278094628087,-0.485915940676806,0.877675286497792,-0.133621941435205,1,0.838146046372295
-0.918360555548968,NaN,0.999999993507023,-0.620051916176241,0.154787950078187,0.0794199480036001,-0.538095138054046,-0.584655984914523,-0.697563279196453,-0.808942181086206,-0.726656190959874,-0.0246992458296249,0.339410429838153,0.00941879978828541,-0.609880624042987,NaN,0.422326809474379,0.653849452774285,1.01591135504009e-08,0.503952853115766,0.832847746012242,9.21299887557403e-06,-0.71714955428053,0.19594395845769,-0.419541675767855,-0.480783782868254,0.840320889151615,0.0818578804312494,-0.999999986858943,-0.556611239738849
NaN,0.316588766632236,0.67542957236002,-0.537725655570679,-0.65889600876746,-0.95698867749104,-0.518830338832658,0.415344015162322,-0.652335251981389,NaN,-0.663545393161291,0.378361188699519,-0.962702230291107,-0.998166725949306,-0.394952449565866,-0.66622130537133,0.404872531326973,7.16982635484698e-08,-1,0.462112435476884,0.704446197358674,5.29297586759903e-07,0.464391528333876,0.353845918918123,0.630333598937427,0.52429417000161,0.804556317818044,0.0296130073255828,1,0.636464716236193
NaN,-0.604005963822396,0.456205110180569,-0.537725655560817,NaN,-0.663666468559758,-0.486236830765279,-0.621446790457354,-0.69390259961178,0,0.394084170391544,-0.00481372618125895,0.0593278605676741,-0.875774805266762,-0.549552609637037,-0.948923133467164,0.243980013073189,7.88258347483861e-15,0.999999758673498,-0.576254203737344,-0.404159466902367,3.04087669489306e-08,-0.355001330330927,-0.833904367443101,-0.399781910237401,0.558179048652233,-1.86235563082171e-09,0.0107128378873862,-7.46222195147084e-09,0.458893852925065
NaN,-0.700051789386622,0.308134424478428,0.462274344449045,0.0653814276026394,0.396307761640948,-0.504291393533934,0.402699368840844,0.389960318054847,NaN,0.288107910961254,0.278518384585343,-0.961470233598395,-0.871091070540585,0.644115355063053,0.333917441726364,0.388139618290217,0,-0.999999989610617,-0.758191818920637,0.999264882834783,1.74701930699683e-09,0.204676499907198,0.174921633424196,0.619047200828026,0.556059954204018,0.770313908528982,0.00387548938679627,1.31410566872603e-08,0.604306976839483
-0.918360554700575,-0.696884405106507,0.208123103906204,0.444492753220749,NaN,0.129492502382143,-0.455690883699302,0.390439673487139,-0.675743099004066,0,0.542629901613158,-0.000938164667373966,-0.939468335256701,-0.768390179316584,0.547210746179111,0.0512744890490195,NaN,0,-0.0221641586394599,0.260436383309629,0.845206522125446,1.00368269251305e-10,0.0902093751894254,-0.85172434210187,0.618176010756882,-0.477696282466222,0.737528877136223,0.00140200179868821,2.22044604925031e-16,-0.564292018273551
NaN,0.398726861125575,-0.859427500017659,0.427395138921753,0.0276166915654604,0.0701290283166419,0.572936132460743,0.378553209734462,0.351088079507679,NaN,0.210630557111661,0.205022324881304,-0.917969919512516,-0.674172702981936,0.464885052623202,-0.95520099908351,-0.766103398434328,-1,-0.000491249933298927,-0.562096071750979,0.714899600010767,5.76627634529814e-12,0.039758992242667,-0.842709735540762,0.606252912615606,-0.472650939226895,-0.293860803255439,0.000507189891997051,0,-0.669135518622742
-0.918360553852181,0.377768958104046,0.999999992953143,-0.589044807929126,-0.988334888346932,0.0379796553635413,0.51876929615587,0.36702861499802,-0.631929830468266,0,-0.846011754966579,0.150920571230208,-0.896963464872462,0.235719251263601,-0.495192106213873,NaN,-0.766103398142091,0.653849452774285,0.977835841130268,0.238813791079694,-0.395317683055338,3.31290550548147e-13,0.0175234277017557,-0.700055759856083,0.59455978177622,-0.467658884006204,-4.16321683542534e-17,0.000183481638029726,0,-0.437027413878834
NaN,0.306268648343619,0.675429571985913,0.410955192081678,0.18251526503423,-0.785372297801425,0.469723530052446,0.355854872613173,-0.590957290165753,0,-0.772534810206236,0.111095310394314,-0.876437713496387,0.0458803665333237,0.394944934216878,0.0449979308595406,-0.766103397849853,-0.999999928301736,-0.999999989840886,0.451714205590607,-0.0644661330680175,1.89848137210902e-14,0.00772329732465227,-0.83379053911112,-0.392892700431678,0.553948904775212,0.999999993430867,NaN,0,-0.285432405194595
NaN,-0.709829461054881,-0.543794890072114,0.395147615203382,NaN,0.0205685756120918,0.425314675174295,0.345021301304316,-0.70806585345496,0,0.396707046678757,0.0817792292396163,0.220426026672838,0.00893014898845979,-0.664472969859068,-0.960684886710631,-0.766103397557616,0.653849477592678,0.999989111858434,0.218986403071229,NaN,1.11022302462516e-15,0.00340397567075335,-0.824965742997025,-0.374388060517305,0.537280446014433,0.957439381692729,6.63765426426322e-05,0,0.631448227518771
-0.694989664079227,0.357912645524204,-2.18213384741913e-17,0.379948083901776,0.0770932658594183,0.0111392875649015,-0.472611238436528,0.334517544974364,0.337843130927086,-1,0.290025449052337,0.0601991417215392,0.143153035273381,0.00173816311816444,0.401255196142147,-0.960484814694389,0.233896602734622,7.16982663240273e-08,-0.999999989610728,-0.799194826591602,0.93409199969843,1.11022302462516e-16,0.00150027247171947,-0.816234348070402,-0.356754960588236,-0.464759308098576,-0.0833098243619849,-0.99997598754044,0,-0.186422305209804
-0.918360553003788,0.339100021529172,1,0.365333209429416,0.0325636961914189,-0.993967315491666,0.385104346163836,0.324333562805085,0.280920805490195,0.100587869168863,0.212032435022823,0.0443136563856782,-0.856381665164029,0.000338315858923632,NaN,-0.9602847843451,-0.775770073096222,NaN,-0.0221641586394623,NaN,0.790081452848222,0,0.000661231955544794,0.192404634222106,-0.339952352456046,-0.459850602883363,-1.86235570021065e-09,0.587884489981725,-5.5684756589498e-17,0.455276942549725
NaN,NaN,-0.324570423254431,-0.648719497302422,-0.544994854930381,0.0958555509861923,0.348695603727992,0.314459619658817,0.233589177144738,9.41822952960081e-10,0.155013132980599,-0.000182842336677886,0.0929690192093235,6.5849757829417e-05,0.340887938104962,-0.960084795654085,-0.775770072800297,-0.346150547225715,-0.000491249933298979,-0.779559211329589,0.668273256099279,0,0.000291432194668317,0.307353594243585,0.583092182733848,0.551845869823365,-9.30669425816226e-25,0.212673814869257,-1,-0.671743326872726
-0.918360552155395,-0.678723772297371,-2.66130811832355e-09,-0.62005191616487,NaN,-0.714399751781709,0.315729036222045,0.304886276772395,0.194232333856313,-1,-0.705439409649765,0.032620068760305,0.0603776127850693,-0.999987183011107,-0.446208821059896,-0.95988484861267,-0.775770072504372,7.88258347483861e-15,0.977835841355436,-0.760406028353033,-0.0105127660382487,-1,0.000128446188023656,-0.836904543117617,0.676058878761362,0.54500625745974,1,NaN,-4.15532013439005e-25,0.561269368067925
-0.918360551307001,0.324347113370673,0.999999995541166,0.351280502709475,-0.450783413389005,0.0519123233064107,-0.442921266475032,0.295604382734383,0.447358706675918,0.100587869168863,0.113327337838073,0.0240122114200201,0.0392115153696079,0.122627956128356,NaN,NaN,-0.775770072208447,0.880179798655338,1.01591135504009e-08,-0.741723424663851,-0.00171436139435181,-0.285626775909688,5.66115326983141e-05,-0.828046788545532,0.663019362150416,0.542937172750785,0.957439387982276,NaN,-7.46222206249314e-09,-0.595322323027369
0.305010336562813,0.307298762707399,0.675429573733941,-0.662231660318076,-0.372857989297166,0.0281140662522247,0.2858792116905,0.378553209624327,0.161506624478128,9.41822952960081e-10,0.0828515962132845,0.0176758148953194,0.0254654476495171,0.0238682905373292,-0.402070851884036,-0.959684943212181,-0.775770071912522,9.65166567779008e-08,1.11022302462516e-16,-0.7234998384832,-0.000279568191639647,0.458380162010314,2.49510373470097e-05,-0.819282783991541,-0.349768654186236,-0.459124056797841,-0.0833098183401249,0.0769371403767585,1,0.611181639569075
-0.918360550458608,-0.706617837699875,0.456205111108556,-0.620051916153498,0.0137546943669592,-0.98477431424964,0.258851465341012,-0.632971385108762,0.134294786210084,-1,0.0605713248545314,0.013011480981427,0.016538229085962,0.00464572118104989,0.289602695398583,-0.959485079443945,0.372098257179145,-0.999999999999989,0,0.414210873883136,0.565244435504202,-0.154701128093722,1.0996951239739e-05,-0.81061153721028,-0.333295090304952,-0.454274870105371,-2.08047192955045e-32,0.027832874362046,-0.999999986858943,0.44066464371739
0.258679933589222,-0.70342074533455,0.308134425105217,0.337768339694069,NaN,0.104217798831981,-0.765621009261319,-0.632971385025566,0.111667801004995,NaN,-0.644171309968747,0.00957798202417626,0.0107405542232809,0.000904242608338546,0.246033114719067,-0.959285257299291,-0.775770071616597,-0.346150547225712,0,-0.705723992096441,0.478099742810894,0.0263344777125361,4.84680996970521e-06,0.197967933541738,0.682402594138015,-0.45024918107802,0.999999998137644,-0.0550689968862625,-7.46222195147084e-09,-0.682278858442986
-0.918360549610215,0.299761881786555,-0.791876895670444,0.324775928113327,-0.994190106184005,-0.943558948734982,0.282476167550006,0.286605064737002,0.0928531786914214,0.100587869168863,0.0442826156926219,0.00705052251825855,-0.993024676074831,0.00017600167183307,0.20901840521565,0.291746793685844,0.356719866953214,0,-1,-0.620178763652769,0.404390295097639,0.00151294661913504,2.13618905553492e-06,0.260534134639054,0.571845765533617,-0.449476899660951,-4.65080655839254e-40,0.0100688548009441,1,-0.445611623880411
0.0816394512381787,0.284005781406714,-6.49297737798094e-09,-0.687716724494043,-0.822327780838321,-0.858291386969847,-0.744229846368147,0.367028615057629,0.0772085839920443,-0.999999999058177,-0.967625769168994,0.00519001472909386,0.163215428620259,0.408492136312549,0.177572412432284,0.0409145232304475,0.224229928679328,0.880179798655339,-0.0221641588697318,0.395058561704668,-0.657955242126456,-0.999913079442952,-0.999999058493378,-0.779153273026878,0.669240722825981,0.55527039547233,0.957439386199183,-0.996357478725203,1.31410566872603e-08,-0.291038945264241
0.0692385971653898,-0.708853491618475,1,-0.68771672448143,-0.680174722049912,-0.780729286637853,0.58490354790369,0.355854872670968,-0.935800092941704,-0.89941212998405,-0.883586528848127,-0.996179538067079,0.0296993014444953,0.0795088599659668,-0.849142655047583,NaN,0.214962765296987,9.65166567779008e-08,0.999989111858434,-0.6377409652974,0.999954409627962,0.916210800065057,-0.265135380539622,-0.832188706370871,-0.43918373587939,-0.446837656442454,-0.0833098200473279,0.977304667291264,-1,-0.190084062266863
0.0587214057018211,-0.705646284037126,-0.324570423254431,-0.687716724468818,0.691596726823764,-0.71017632038228,-0.697476486577812,0.345021301360351,-0.875125465515528,-0.808942180324325,-0.806846178386068,0.999964365189562,-0.980712145423785,0.0154755948796303,-0.765147380715329,0.035747401830689,0.206078603049512,1.0547118733939e-14,1.0389272442346e-08,0.311615115126107,0.845789743404194,0.0526373846295627,0.801981671594412,0.176619136028017,-0.418498859627508,-0.442118236527001,1,0.353550936322243,-7.46222206249314e-09,-0.121756588415545
