"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"15255","{""Q0"":""msl000051""}","15283","SARL_v6gnqw5ox5","msl000051","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2395","","17684","SARL_v6gnqw5ox5","msl000051","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","23842","SARL_v6gnqw5ox5","msl000051","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"105314","","129163","SARL_v6gnqw5ox5","msl000051","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","129970","SARL_v6gnqw5ox5","msl000051","freqPrac","","","img/orange_2bandit_b2.png","null","img/orange_2bandit_b2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","130977","SARL_v6gnqw5ox5","msl000051","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","131134","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"688","","131828","SARL_v6gnqw5ox5","msl000051","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"688","","131946","SARL_v6gnqw5ox5","msl000051","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","132102","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"null","","132908","SARL_v6gnqw5ox5","msl000051","freqPrac","","","img/orange_2bandit_b2.png","null","img/orange_2bandit_b2.png","70","prac","0","2","","","","","","","","","","","","","","","","","",""
"null","","133915","SARL_v6gnqw5ox5","msl000051","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","134070","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"437","","134512","SARL_v6gnqw5ox5","msl000051","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","2","","","","","","","","","","","","","","","","","",""
"437","","134882","SARL_v6gnqw5ox5","msl000051","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","135037","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"499","","135541","SARL_v6gnqw5ox5","msl000051","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","2","","","","","","","","","","","","","","","","","",""
"499","","135848","SARL_v6gnqw5ox5","msl000051","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","136003","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"421","","136430","SARL_v6gnqw5ox5","msl000051","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","2","","","","","","","","","","","","","","","","","",""
"421","","136815","SARL_v6gnqw5ox5","msl000051","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","136970","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"326","","137302","SARL_v6gnqw5ox5","msl000051","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","2","","","","","","","","","","","","","","","","","",""
"326","","137781","SARL_v6gnqw5ox5","msl000051","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","137937","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"402","","138346","SARL_v6gnqw5ox5","msl000051","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","2","","","","","","","","","","","","","","","","","",""
"402","","138749","SARL_v6gnqw5ox5","msl000051","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","138904","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"325","","139235","SARL_v6gnqw5ox5","msl000051","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","2","","","","","","","","","","","","","","","","","",""
"325","","139716","SARL_v6gnqw5ox5","msl000051","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","139872","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"412","","140288","SARL_v6gnqw5ox5","msl000051","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","2","","","","","","","","","","","","","","","","","",""
"412","","140682","SARL_v6gnqw5ox5","msl000051","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","140838","SARL_v6gnqw5ox5","msl000051","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"66574","","207415","SARL_v6gnqw5ox5","msl000051","","","","","","","","prac","","","","","","","","","","","","","","","","","","","",""
