"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"65224","{""Q0"":""msl000125""}","65248","SARL_v6j50z1e9w","msl000125","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1374","","66628","SARL_v6j50z1e9w","msl000125","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","68835","SARL_v6j50z1e9w","msl000125","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"114402","","183243","SARL_v6j50z1e9w","msl000125","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","184050","SARL_v6j50z1e9w","msl000125","freqPrac","","","img/green_2bandit_a2.png","null","img/green_2bandit_a2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","185057","SARL_v6j50z1e9w","msl000125","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","185213","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"619","","185837","SARL_v6j50z1e9w","msl000125","infreqPrac","","","img/orange_2bandit_a2.png","68","img/orange_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"619","","186023","SARL_v6j50z1e9w","msl000125","infreqPrac_resp","","","img/orange_2bandit_a.png","68","img/orange_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","186178","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"516","","186699","SARL_v6j50z1e9w","msl000125","freqPrac","","","img/green_2bandit_a2.png","70","img/green_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"516","","186989","SARL_v6j50z1e9w","msl000125","freqPrac_resp","","","img/green_2bandit_a.png","70","img/green_2bandit_a.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","187145","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"545","","187694","SARL_v6j50z1e9w","msl000125","infreqPrac","","","img/orange_2bandit_a2.png","68","img/orange_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"545","","187953","SARL_v6j50z1e9w","msl000125","infreqPrac_resp","","","img/orange_2bandit_a.png","68","img/orange_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","188109","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"424","","188540","SARL_v6j50z1e9w","msl000125","infreqPrac","","","img/orange_2bandit_a2.png","68","img/orange_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"424","","188921","SARL_v6j50z1e9w","msl000125","infreqPrac_resp","","","img/orange_2bandit_a.png","68","img/orange_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","189076","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"549","","189629","SARL_v6j50z1e9w","msl000125","infreqPrac","","","img/orange_2bandit_a2.png","68","img/orange_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"549","","189885","SARL_v6j50z1e9w","msl000125","infreqPrac_resp","","","img/orange_2bandit_a.png","68","img/orange_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","190041","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"544","","190590","SARL_v6j50z1e9w","msl000125","freqPrac","","","img/green_2bandit_a2.png","70","img/green_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"544","","190851","SARL_v6j50z1e9w","msl000125","freqPrac_resp","","","img/green_2bandit_a.png","70","img/green_2bandit_a.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","191006","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"487","","191498","SARL_v6j50z1e9w","msl000125","infreqPrac","","","img/orange_2bandit_a2.png","68","img/orange_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"487","","191816","SARL_v6j50z1e9w","msl000125","infreqPrac_resp","","","img/orange_2bandit_a.png","68","img/orange_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","191972","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"449","","192426","SARL_v6j50z1e9w","msl000125","freqPrac","","","img/green_2bandit_a2.png","70","img/green_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"449","","192782","SARL_v6j50z1e9w","msl000125","freqPrac_resp","","","img/green_2bandit_a.png","70","img/green_2bandit_a.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","192937","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"468","","193411","SARL_v6j50z1e9w","msl000125","freqPrac","","","img/green_2bandit_a2.png","70","img/green_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"468","","193748","SARL_v6j50z1e9w","msl000125","freqPrac_resp","","","img/green_2bandit_a.png","70","img/green_2bandit_a.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","193902","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"64706","","258614","SARL_v6j50z1e9w","msl000125","","","","","","","","prac","","","","","","","","","","","","","","","","","","","",""
"1163","","259783","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","74","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","260538","SARL_v6j50z1e9w","msl000125","feedback","","","img/boo_L_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","260694","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"574","","261274","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","75","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","262029","SARL_v6j50z1e9w","msl000125","feedback","","","img/yay_R_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","262185","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"1002","","263192","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","75","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","263947","SARL_v6j50z1e9w","msl000125","feedback","","","img/yay_R_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","264103","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"635","","264743","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","75","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","265499","SARL_v6j50z1e9w","msl000125","feedback","","","img/yay_R_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","265655","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"611","","266271","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","74","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","267026","SARL_v6j50z1e9w","msl000125","feedback","","","img/boo_L_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","267181","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"386","","267574","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","75","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","268329","SARL_v6j50z1e9w","msl000125","feedback","","","img/yay_R_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","268484","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"310","","268800","SARL_v6j50z1e9w","msl000125","rlPractice","","","img/black_2bandit_a2.png","75","img/black_2bandit_a2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","269555","SARL_v6j50z1e9w","msl000125","feedback","","","img/yay_R_a.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","269711","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"22167","","291882","SARL_v6j50z1e9w","msl000125","","","","","","","","prac","","","","","","","","","","","","","","","","","","","",""
"null","","292687","SARL_v6j50z1e9w","msl000125","mixAttFreqPrac","","","img/green_2bandit_a2.png","null","img/green_2bandit_a2.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","292842","SARL_v6j50z1e9w","msl000125","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"53","","292901","SARL_v6j50z1e9w","msl000125","mixAttInfreqPrac","","","img/orange_2bandit_a2.png","70","img/orange_2bandit_a2.png","68","prac","","","","","","","","","","","","","","","","","","","",""
