"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"8208440","{""Q0"":""msl000123""}","8208468","SARL_v6o7dfb9xv","msl000123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35486","","8243960","SARL_v6o7dfb9xv","msl000123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","8246532","SARL_v6o7dfb9xv","msl000123","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"104733","","8351270","SARL_v6o7dfb9xv","msl000123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","8352075","SARL_v6o7dfb9xv","msl000123","freqPrac","","","img/orange_2bandit_a2.png","null","img/orange_2bandit_a2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","8353082","SARL_v6o7dfb9xv","msl000123","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","8353237","SARL_v6o7dfb9xv","msl000123","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"656","","8353898","SARL_v6o7dfb9xv","msl000123","infreqPrac","","","img/green_2bandit_a2.png","68","img/green_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"656","","8354047","SARL_v6o7dfb9xv","msl000123","infreqPrac_resp","","","img/green_2bandit_a.png","68","img/green_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","8354204","SARL_v6o7dfb9xv","msl000123","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"593","","8354801","SARL_v6o7dfb9xv","msl000123","freqPrac","","","img/orange_2bandit_a2.png","70","img/orange_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"593","","8355014","SARL_v6o7dfb9xv","msl000123","freqPrac_resp","","","img/orange_2bandit_a.png","70","img/orange_2bandit_a.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","8355170","SARL_v6o7dfb9xv","msl000123","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"554","","8355730","SARL_v6o7dfb9xv","msl000123","infreqPrac","","","img/green_2bandit_a2.png","68","img/green_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"554","","8355982","SARL_v6o7dfb9xv","msl000123","infreqPrac_resp","","","img/green_2bandit_a.png","68","img/green_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","8356137","SARL_v6o7dfb9xv","msl000123","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"435","","8356577","SARL_v6o7dfb9xv","msl000123","infreqPrac","","","img/green_2bandit_a2.png","68","img/green_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"435","","8356948","SARL_v6o7dfb9xv","msl000123","infreqPrac_resp","","","img/green_2bandit_a.png","68","img/green_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","8357103","SARL_v6o7dfb9xv","msl000123","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"369","","8357477","SARL_v6o7dfb9xv","msl000123","infreqPrac","","","img/green_2bandit_a2.png","68","img/green_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
