"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"196401","{""Q0"":""msl000091""}","196429","SARL_v6k5sw88ad","msl000091","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15191","","211627","SARL_v6k5sw88ad","msl000091","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","213976","SARL_v6k5sw88ad","msl000091","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"61535","","275516","SARL_v6k5sw88ad","msl000091","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","276322","SARL_v6k5sw88ad","msl000091","freqPrac","","","img/orange_2bandit_a2.png","null","img/orange_2bandit_a2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","277328","SARL_v6k5sw88ad","msl000091","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","277483","SARL_v6k5sw88ad","msl000091","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"492","","277980","SARL_v6k5sw88ad","msl000091","infreqPrac","","","img/green_2bandit_a2.png","68","img/green_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"492","","278293","SARL_v6k5sw88ad","msl000091","infreqPrac_resp","","","img/green_2bandit_a.png","68","img/green_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","278448","SARL_v6k5sw88ad","msl000091","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"505","","278958","SARL_v6k5sw88ad","msl000091","freqPrac","","","img/orange_2bandit_a2.png","70","img/orange_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
