"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"341206","{""Q0"":""msl000094""}","341233","SARL_v6ftpqxgnv","msl000094","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20336","","361574","SARL_v6ftpqxgnv","msl000094","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","366254","SARL_v6ftpqxgnv","msl000094","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"86979","","453240","SARL_v6ftpqxgnv","msl000094","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","454048","SARL_v6ftpqxgnv","msl000094","freqPrac","","","img/green_2bandit_a2.png","null","img/green_2bandit_a2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","455055","SARL_v6ftpqxgnv","msl000094","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","455210","SARL_v6ftpqxgnv","msl000094","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"614","","455828","SARL_v6ftpqxgnv","msl000094","infreqPrac","","","img/orange_2bandit_a2.png","68","img/orange_2bandit_a2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"614","","456019","SARL_v6ftpqxgnv","msl000094","infreqPrac_resp","","","img/orange_2bandit_a.png","68","img/orange_2bandit_a.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","456175","SARL_v6ftpqxgnv","msl000094","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"458","","456639","SARL_v6ftpqxgnv","msl000094","freqPrac","","","img/green_2bandit_a2.png","70","img/green_2bandit_a2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
