"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"876440","{""Q0"":""msl000122""}","876466","SARL_v6vxrt8tgj","msl000122","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32272","","908745","SARL_v6vxrt8tgj","msl000122","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","911539","SARL_v6vxrt8tgj","msl000122","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"70075","","981618","SARL_v6vxrt8tgj","msl000122","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","982423","SARL_v6vxrt8tgj","msl000122","freqPrac","","","img/green_2bandit_b2.png","null","img/green_2bandit_b2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","983430","SARL_v6vxrt8tgj","msl000122","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","983585","SARL_v6vxrt8tgj","msl000122","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"792","","984382","SARL_v6vxrt8tgj","msl000122","infreqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","68","prac","0","2","","","","","","","","","","","","","","","","","",""
"792","","984397","SARL_v6vxrt8tgj","msl000122","infreqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","985402","SARL_v6vxrt8tgj","msl000122","feedback","","","img/wrongKey.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","985558","SARL_v6vxrt8tgj","msl000122","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"null","","986364","SARL_v6vxrt8tgj","msl000122","freqPrac","","","img/green_2bandit_b2.png","null","img/green_2bandit_b2.png","70","prac","0","3","","","","","","","","","","","","","","","","","",""
"null","","987370","SARL_v6vxrt8tgj","msl000122","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","987526","SARL_v6vxrt8tgj","msl000122","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"644","","988175","SARL_v6vxrt8tgj","msl000122","infreqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","68","prac","0","4","","","","","","","","","","","","","","","","","",""
"644","","988336","SARL_v6vxrt8tgj","msl000122","infreqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","989341","SARL_v6vxrt8tgj","msl000122","feedback","","","img/wrongKey.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","989497","SARL_v6vxrt8tgj","msl000122","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"780","","990282","SARL_v6vxrt8tgj","msl000122","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","4","","","","","","","","","","","","","","","","","",""
"780","","990307","SARL_v6vxrt8tgj","msl000122","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","990462","SARL_v6vxrt8tgj","msl000122","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"520","","990986","SARL_v6vxrt8tgj","msl000122","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","4","","","","","","","","","","","","","","","","","",""
"520","","991272","SARL_v6vxrt8tgj","msl000122","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","991427","SARL_v6vxrt8tgj","msl000122","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"514","","991946","SARL_v6vxrt8tgj","msl000122","freqPrac","","","img/green_2bandit_b2.png","70","img/green_2bandit_b2.png","70","prac","1","4","","","","","","","","","","","","","","","","","",""
