"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"1266459","{""Q0"":""msl000118""}","1266488","SARL_v6yyllsbjc","msl000118","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5760","","1272255","SARL_v6yyllsbjc","msl000118","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","1273989","SARL_v6yyllsbjc","msl000118","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"111249","","1385244","SARL_v6yyllsbjc","msl000118","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"650","","1385899","SARL_v6yyllsbjc","msl000118","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
"650","","1386056","SARL_v6yyllsbjc","msl000118","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","1386212","SARL_v6yyllsbjc","msl000118","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"551","","1386768","SARL_v6yyllsbjc","msl000118","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","0","","","","","","","","","","","","","","","","","",""
"551","","1387023","SARL_v6yyllsbjc","msl000118","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","1387178","SARL_v6yyllsbjc","msl000118","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"494","","1387678","SARL_v6yyllsbjc","msl000118","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
"494","","1387989","SARL_v6yyllsbjc","msl000118","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","1388145","SARL_v6yyllsbjc","msl000118","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"484","","1388633","SARL_v6yyllsbjc","msl000118","infreqPrac","","","img/green_2bandit_b2.png","70","img/green_2bandit_b2.png","68","prac","0","1","","","","","","","","","","","","","","","","","",""
"484","","1388956","SARL_v6yyllsbjc","msl000118","infreqPrac_resp","","","img/green_2bandit_b.png","70","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","1389962","SARL_v6yyllsbjc","msl000118","feedback","","","img/wrongKey.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
