"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"3320452","{""Q0"":""msl000119""}","3320482","SARL_v67aa64utj","msl000119","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959","","3321448","SARL_v67aa64utj","msl000119","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","3323621","SARL_v67aa64utj","msl000119","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"95523","","3419149","SARL_v67aa64utj","msl000119","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","3419955","SARL_v67aa64utj","msl000119","freqPrac","","","img/orange_2bandit_b2.png","null","img/orange_2bandit_b2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","3420962","SARL_v67aa64utj","msl000119","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","3421118","SARL_v67aa64utj","msl000119","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"771","","3421895","SARL_v67aa64utj","msl000119","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"771","","3421930","SARL_v67aa64utj","msl000119","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","3422086","SARL_v67aa64utj","msl000119","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"null","","3422891","SARL_v67aa64utj","msl000119","freqPrac","","","img/orange_2bandit_b2.png","null","img/orange_2bandit_b2.png","70","prac","0","2","","","","","","","","","","","","","","","","","",""
"null","","3423898","SARL_v67aa64utj","msl000119","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","3424053","SARL_v67aa64utj","msl000119","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"646","","3424705","SARL_v67aa64utj","msl000119","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","2","","","","","","","","","","","","","","","","","",""
"646","","3424866","SARL_v67aa64utj","msl000119","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","3425020","SARL_v67aa64utj","msl000119","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"499","","3425524","SARL_v67aa64utj","msl000119","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","2","","","","","","","","","","","","","","","","","",""
