"rt","responses","time_elapsed","subject","demoID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","reward","bandOne","bandTwo","trialNum","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","coin","bandOneVal","bandTwoVal","pReward","shapeChosen","rlNum","badFlag"
"496086","{""Q0"":""msl000124""}","496110","SARL_v6f933l72m","msl000124","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"669","","496784","SARL_v6f933l72m","msl000124","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","498743","SARL_v6f933l72m","msl000124","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"90694","","589441","SARL_v6f933l72m","msl000124","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","590249","SARL_v6f933l72m","msl000124","freqPrac","","","img/orange_2bandit_b2.png","null","img/orange_2bandit_b2.png","70","prac","0","1","","","","","","","","","","","","","","","","","",""
"null","","591255","SARL_v6f933l72m","msl000124","feedback","","","img/tooSlow.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","591412","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"529","","591947","SARL_v6f933l72m","msl000124","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"529","","592224","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","592380","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"430","","592815","SARL_v6f933l72m","msl000124","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"430","","593191","SARL_v6f933l72m","msl000124","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"141","","593347","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","70","","","prac","","","","","","","","","","","","","","","","","","","",""
"519","","593871","SARL_v6f933l72m","msl000124","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"519","","594157","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","594312","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"359","","594676","SARL_v6f933l72m","msl000124","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"359","","595123","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","595278","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"336","","595618","SARL_v6f933l72m","msl000124","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"336","","596088","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","596245","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"407","","596657","SARL_v6f933l72m","msl000124","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"407","","597055","SARL_v6f933l72m","msl000124","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","597211","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"534","","597751","SARL_v6f933l72m","msl000124","infreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","1","1","","","","","","","","","","","","","","","","","",""
"534","","598024","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/green_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","598179","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"482","","598665","SARL_v6f933l72m","msl000124","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"482","","598989","SARL_v6f933l72m","msl000124","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","599144","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"415","","599563","SARL_v6f933l72m","msl000124","freqPrac","","","img/orange_2bandit_b2.png","70","img/orange_2bandit_b2.png","70","prac","1","1","","","","","","","","","","","","","","","","","",""
"415","","599954","SARL_v6f933l72m","msl000124","freqPrac_resp","","","img/orange_2bandit_b.png","70","img/orange_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","600110","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"80790","","680905","SARL_v6f933l72m","msl000124","","","","","","","","prac","","","","","","","","","","","","","","","","","","","",""
"1027","","681937","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","682694","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","682849","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"700","","683554","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","684309","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","684466","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"383","","684854","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","685610","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","685766","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"359","","686129","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","686884","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","687039","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"429","","687472","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","688229","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","688384","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"368","","688758","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","689513","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","689669","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"475","","690148","SARL_v6f933l72m","msl000124","rlPractice","","","img/black_2bandit_b2.png","75","img/black_2bandit_b2.png","","prac","","","75","","","","","","","","","","","","","","","","",""
"null","","690904","SARL_v6f933l72m","msl000124","feedback","","","img/yay_R_b.png","null","","na","prac","","","","","","","","","","","","","","","","","","","",""
"null","","691060","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"22867","","713931","SARL_v6f933l72m","msl000124","","","","","","","","prac","","","","","","","","","","","","","","","","","","","",""
"null","","714737","SARL_v6f933l72m","msl000124","mixAttFreqPrac","","","img/orange_2bandit_b2.png","null","img/orange_2bandit_b2.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","","714892","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"null","","715698","SARL_v6f933l72m","msl000124","mixAttInfreqPrac","","","img/green_2bandit_b2.png","null","img/green_2bandit_b2.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","715854","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"439","","716298","SARL_v6f933l72m","msl000124","mixAttInfreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"439","","716665","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","716821","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"4","","716829","SARL_v6f933l72m","msl000124","mixAttInfreqPrac","","","img/green_2bandit_b2.png","68","img/green_2bandit_b2.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"4","","717632","SARL_v6f933l72m","msl000124","infreqPrac_resp","","","img/green_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","","717788","SARL_v6f933l72m","msl000124","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
