"rt","time_elapsed","expId","subject","prolificID","trialType","rlType","attType","stimulus","key_press","stim","corrresp","phase","corr","pracCounter","trialNum","rewardOne","rewardTwo","reward","bandOne","bandTwo","attentionNum","attentionRunNum","blockNum","performance","bandChosen","circleVal","squareVal","bandOneVal","bandTwoVal","shapeChosen","rlNum","badFlag"
"2898.2000000476837","2903","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4910","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fullscreen","fullscreen","fullscreen","","","","","","","","","","","","","","","","","","","","","","","","",""
"47277.200000047684","52189","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"773.6999998092651","52966","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac","","","img/blue_2bandit_b2.png","70","img/blue_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
"773.6999998092651","52995","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac_resp","","","img/blue_2bandit_b.png","70","img/blue_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","53159","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"683","53844","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","0","","","","","","","","","","","","","","","","","",""
"683","53978","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","54143","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"467.7999999523163","54612","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac","","","img/blue_2bandit_b2.png","70","img/blue_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
"467.7999999523163","54948","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac_resp","","","img/blue_2bandit_b.png","70","img/blue_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","55109","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"493","55605","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","0","","","","","","","","","","","","","","","","","",""
"493","55917","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","56080","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"395.90000009536743","56478","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","0","","","","","","","","","","","","","","","","","",""
"395.90000009536743","56894","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","57061","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"383.10000014305115","57446","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","0","","","","","","","","","","","","","","","","","",""
"383.10000014305115","57877","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","58029","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"359","58390","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac","","","img/blue_2bandit_b2.png","70","img/blue_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
"359","58843","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac_resp","","","img/blue_2bandit_b.png","70","img/blue_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","58996","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"576.5","59574","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac","","","img/orange_2bandit_b2.png","68","img/orange_2bandit_b2.png","68","prac","1","0","","","","","","","","","","","","","","","","","",""
"576.5","59807","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","infreqPrac_resp","","","img/orange_2bandit_b.png","68","img/orange_2bandit_b.png","68","prac","","","","","","","","","","","","","","","","","","","",""
"null","59962","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"465.7000000476837","60430","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac","","","img/blue_2bandit_b2.png","70","img/blue_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
"465.7000000476837","60766","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac_resp","","","img/blue_2bandit_b.png","70","img/blue_2bandit_b.png","70","prac","","","","","","","","","","","","","","","","","","","",""
"null","60928","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","fixation","","","img/fixation.png","null","","","prac","","","","","","","","","","","","","","","","","","","",""
"300.40000009536743","61230","SARL_v6","SARL_v6423bn18q","5d53bffa147a7d00015aae5a","freqPrac","","","img/blue_2bandit_b2.png","70","img/blue_2bandit_b2.png","70","prac","1","0","","","","","","","","","","","","","","","","","",""
